cluster_id,observation_count,active_days,first_detection,last_detection,duration_days,mean_bright_ti4,max_bright_ti4,mean_bright_ti5,max_bright_ti5,mean_frp,max_frp,mean_confidence,persistence_score,persistence_category,bt_diff_mean,bt_diff_max,frp_mean_to_max_ratio,frp_per_observation,detection_density,active_day_ratio,is_multi_day,is_persistent_candidate,persistence_category_code,anomaly_score,anomaly_flag,abnormality_level,anomaly_characterization,explanation,contributing_factors
480,1,1,2026-08-10,2026-08-10,1,330.95,330.95,293.21,293.21,3.77,3.77,2.0,0.0333,isolated,37.74,37.74,1.0,3.77,1.0,1.0,0,0,0,-0.2161,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
481,1,1,2026-08-10,2026-08-10,1,330.23,330.23,293.63,293.63,3.82,3.82,2.0,0.0333,isolated,36.6,36.6,1.0,3.82,1.0,1.0,0,0,0,-0.2144,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
482,1,1,2026-08-10,2026-08-10,1,333.44,333.44,294.26,294.26,2.84,2.84,2.0,0.0333,isolated,39.18,39.18,1.0,2.84,1.0,1.0,0,0,0,-0.2166,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
483,1,1,2026-08-10,2026-08-10,1,331.44,331.44,291.8,291.8,1.86,1.86,2.0,0.0333,isolated,39.64,39.64,1.0,1.86,1.0,1.0,0,0,0,-0.2102,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
484,1,1,2026-08-10,2026-08-10,1,331.55,331.55,294.26,294.26,3.31,3.31,2.0,0.0333,isolated,37.29,37.29,1.0,3.31,1.0,1.0,0,0,0,-0.2182,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
485,1,1,2026-08-10,2026-08-10,1,330.94,330.94,293.01,293.01,5.81,5.81,2.0,0.0333,isolated,37.93,37.93,1.0,5.81,1.0,1.0,0,0,0,-0.2053,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
486,1,1,2026-08-10,2026-08-10,1,337.35,337.35,292.2,292.2,5.76,5.76,2.0,0.0333,isolated,45.15,45.15,1.0,5.76,1.0,1.0,0,0,0,-0.1984,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
487,1,1,2026-08-10,2026-08-10,1,336.01,336.01,293.72,293.72,5.35,5.35,2.0,0.0333,isolated,42.29,42.29,1.0,5.35,1.0,1.0,0,0,0,-0.2092,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
488,3,1,2026-08-10,2026-08-10,1,340.953,344.62,295.33,298.99,4.047,4.29,2.0,0.0333,isolated,45.623,45.63,0.9434,1.349,3.0,1.0,0,0,0,-0.1325,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
489,1,1,2026-08-10,2026-08-10,1,334.23,334.23,293.82,293.82,4.44,4.44,2.0,0.0333,isolated,40.41,40.41,1.0,4.44,1.0,1.0,0,0,0,-0.2138,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
490,2,1,2026-08-10,2026-08-10,1,337.58,338.62,294.62,294.75,4.12,5.7,2.0,0.0333,isolated,42.96,43.87,0.7228,2.06,2.0,1.0,0,0,0,-0.1597,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
491,2,1,2026-08-10,2026-08-10,1,336.91,339.29,297.085,298.72,15.41,22.49,2.0,0.0333,isolated,39.825,40.57,0.6852,7.705,2.0,1.0,0,0,0,-0.0519,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
492,2,1,2026-08-10,2026-08-10,1,339.94,340.59,297.235,297.41,10.21,14.68,2.0,0.0333,isolated,42.705,43.18,0.6955,5.105,2.0,1.0,0,0,0,-0.0968,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
493,1,1,2026-08-10,2026-08-10,1,339.64,339.64,297.91,297.91,6.42,6.42,2.0,0.0333,isolated,41.73,41.73,1.0,6.42,1.0,1.0,0,0,0,-0.1961,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
494,2,1,2026-08-10,2026-08-10,1,335.06,335.94,296.285,296.34,9.075,10.14,2.0,0.0333,isolated,38.775,39.6,0.895,4.5375,2.0,1.0,0,0,0,-0.1394,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
495,1,1,2026-08-10,2026-08-10,1,342.05,342.05,298.47,298.47,9.56,9.56,2.0,0.0333,isolated,43.58,43.58,1.0,9.56,1.0,1.0,0,0,0,-0.1757,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
496,2,1,2026-08-10,2026-08-10,1,335.475,340.24,298.02,299.53,5.915,9.77,2.0,0.0333,isolated,37.455,40.71,0.6054,2.9575,2.0,1.0,0,0,0,-0.1232,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
497,1,1,2026-08-10,2026-08-10,1,339.22,339.22,295.11,295.11,8.95,8.95,2.0,0.0333,isolated,44.11,44.11,1.0,8.95,1.0,1.0,0,0,0,-0.1829,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
498,1,1,2026-08-10,2026-08-10,1,342.18,342.18,296.78,296.78,4.76,4.76,2.0,0.0333,isolated,45.4,45.4,1.0,4.76,1.0,1.0,0,0,0,-0.1989,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
499,1,1,2026-08-10,2026-08-10,1,345.75,345.75,298.44,298.44,15.23,15.23,2.0,0.0333,isolated,47.31,47.31,1.0,15.23,1.0,1.0,0,0,0,-0.1082,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
500,3,1,2026-08-10,2026-08-10,1,332.87,335.61,298.353,298.76,4.397,5.99,2.0,0.0333,isolated,34.517,36.85,0.7341,1.4657,3.0,1.0,0,0,0,-0.1412,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
501,6,2,2026-08-10,2026-08-11,2,340.05,347.18,303.73,307.86,4.423,7.21,1.833,0.0667,short_lived_repeated,36.32,39.32,0.6135,0.7372,3.0,1.0,1,0,1,-0.0619,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
502,1,1,2026-08-10,2026-08-10,1,330.0,330.0,299.92,299.92,3.53,3.53,2.0,0.0333,isolated,30.08,30.08,1.0,3.53,1.0,1.0,0,0,0,-0.2073,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
503,1,1,2026-08-10,2026-08-10,1,336.63,336.63,297.38,297.38,4.22,4.22,2.0,0.0333,isolated,39.25,39.25,1.0,4.22,1.0,1.0,0,0,0,-0.2158,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
504,1,1,2026-08-10,2026-08-10,1,331.15,331.15,298.52,298.52,2.85,2.85,2.0,0.0333,isolated,32.63,32.63,1.0,2.85,1.0,1.0,0,0,0,-0.2174,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
505,1,1,2026-08-10,2026-08-10,1,332.49,332.49,299.57,299.57,4.51,4.51,2.0,0.0333,isolated,32.92,32.92,1.0,4.51,1.0,1.0,0,0,0,-0.2154,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
506,3,1,2026-08-10,2026-08-10,1,340.293,342.14,300.353,301.59,4.98,5.44,2.0,0.0333,isolated,39.94,40.55,0.9154,1.66,3.0,1.0,0,0,0,-0.1409,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
507,2,1,2026-08-10,2026-08-10,1,337.835,343.75,295.755,296.91,4.665,7.34,2.0,0.0333,isolated,42.08,46.84,0.6356,2.3325,2.0,1.0,0,0,0,-0.1411,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
508,1,1,2026-08-10,2026-08-10,1,335.57,335.57,296.91,296.91,7.02,7.02,2.0,0.0333,isolated,38.66,38.66,1.0,7.02,1.0,1.0,0,0,0,-0.1953,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
509,1,1,2026-08-10,2026-08-10,1,336.47,336.47,300.65,300.65,3.89,3.89,2.0,0.0333,isolated,35.82,35.82,1.0,3.89,1.0,1.0,0,0,0,-0.218,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
510,4,1,2026-08-10,2026-08-10,1,341.338,354.72,300.213,301.69,5.555,12.35,2.0,0.0333,isolated,41.125,53.03,0.4498,1.3888,4.0,1.0,0,0,0,-0.0288,0,ELEVATED,SHORT_LIVED_EXTREME_EVENT,Elevated abnormality primarily associated with elevated thermal intensity.,"max_bright_ti4,bt_diff_max"
511,1,1,2026-08-10,2026-08-10,1,342.6,342.6,300.26,300.26,6.58,6.58,2.0,0.0333,isolated,42.34,42.34,1.0,6.58,1.0,1.0,0,0,0,-0.1948,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
512,2,1,2026-08-10,2026-08-10,1,338.765,342.33,298.61,299.43,5.21,5.8,2.0,0.0333,isolated,40.155,42.9,0.8983,2.605,2.0,1.0,0,0,0,-0.169,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
513,2,1,2026-08-10,2026-08-10,1,346.405,351.18,288.735,290.36,7.505,10.14,2.0,0.0333,isolated,57.67,60.82,0.7401,3.7525,2.0,1.0,0,0,0,-0.081,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
514,2,1,2026-08-10,2026-08-10,1,342.39,353.11,292.4,296.77,9.755,15.58,2.0,0.0333,isolated,49.99,56.34,0.6261,4.8775,2.0,1.0,0,0,0,-0.0511,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
515,1,1,2026-08-10,2026-08-10,1,332.53,332.53,295.18,295.18,9.04,9.04,2.0,0.0333,isolated,37.35,37.35,1.0,9.04,1.0,1.0,0,0,0,-0.1824,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
516,1,1,2026-08-10,2026-08-10,1,331.4,331.4,289.89,289.89,1.76,1.76,2.0,0.0333,isolated,41.51,41.51,1.0,1.76,1.0,1.0,0,0,0,-0.2027,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
517,3,2,2026-08-10,2026-08-13,4,336.903,338.08,303.483,304.07,3.397,5.11,2.0,0.0667,short_lived_repeated,33.42,34.01,0.6648,1.1323,0.75,0.5,1,0,1,-0.0876,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
518,1,1,2026-08-10,2026-08-10,1,340.37,340.37,305.82,305.82,6.32,6.32,2.0,0.0333,isolated,34.55,34.55,1.0,6.32,1.0,1.0,0,0,0,-0.1988,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
519,1,1,2026-08-10,2026-08-10,1,342.06,342.06,306.95,306.95,6.79,6.79,2.0,0.0333,isolated,35.11,35.11,1.0,6.79,1.0,1.0,0,0,0,-0.1931,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
520,2,1,2026-08-10,2026-08-10,1,343.305,347.39,303.455,304.4,3.17,3.17,2.0,0.0333,isolated,39.85,42.99,1.0,1.585,2.0,1.0,0,0,0,-0.171,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
521,2,1,2026-08-10,2026-08-10,1,335.635,335.67,300.91,300.93,3.045,3.08,2.0,0.0333,isolated,34.725,34.74,0.9886,1.5225,2.0,1.0,0,0,0,-0.1809,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
522,1,1,2026-08-10,2026-08-10,1,338.78,338.78,303.7,303.7,10.42,10.42,2.0,0.0333,isolated,35.08,35.08,1.0,10.42,1.0,1.0,0,0,0,-0.1637,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
523,1,1,2026-08-10,2026-08-10,1,341.53,341.53,308.24,308.24,12.57,12.57,2.0,0.0333,isolated,33.29,33.29,1.0,12.57,1.0,1.0,0,0,0,-0.1306,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
524,1,1,2026-08-10,2026-08-10,1,344.8,344.8,304.54,304.54,8.88,8.88,2.0,0.0333,isolated,40.26,40.26,1.0,8.88,1.0,1.0,0,0,0,-0.185,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
525,1,1,2026-08-10,2026-08-10,1,333.08,333.08,303.36,303.36,2.23,2.23,1.0,0.0333,isolated,29.72,29.72,1.0,2.23,1.0,1.0,0,0,0,-0.1192,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
526,1,1,2026-08-10,2026-08-10,1,341.86,341.86,307.31,307.31,11.65,11.65,2.0,0.0333,isolated,34.55,34.55,1.0,11.65,1.0,1.0,0,0,0,-0.1457,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
527,1,1,2026-08-10,2026-08-10,1,347.17,347.17,300.87,300.87,23.88,23.88,2.0,0.0333,isolated,46.3,46.3,1.0,23.88,1.0,1.0,0,0,0,-0.055,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
528,1,1,2026-08-10,2026-08-10,1,337.78,337.78,300.32,300.32,4.88,4.88,2.0,0.0333,isolated,37.46,37.46,1.0,4.88,1.0,1.0,0,0,0,-0.2118,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
529,1,1,2026-08-10,2026-08-10,1,339.66,339.66,303.11,303.11,6.1,6.1,2.0,0.0333,isolated,36.55,36.55,1.0,6.1,1.0,1.0,0,0,0,-0.2033,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
530,1,1,2026-08-10,2026-08-10,1,331.1,331.1,300.13,300.13,3.81,3.81,2.0,0.0333,isolated,30.97,30.97,1.0,3.81,1.0,1.0,0,0,0,-0.214,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
531,1,1,2026-08-10,2026-08-10,1,331.26,331.26,297.26,297.26,1.3,1.3,2.0,0.0333,isolated,34.0,34.0,1.0,1.3,1.0,1.0,0,0,0,-0.1992,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
532,1,1,2026-08-10,2026-08-10,1,335.42,335.42,303.35,303.35,5.48,5.48,2.0,0.0333,isolated,32.07,32.07,1.0,5.48,1.0,1.0,0,0,0,-0.2121,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
533,1,1,2026-08-10,2026-08-10,1,339.84,339.84,304.2,304.2,9.31,9.31,2.0,0.0333,isolated,35.64,35.64,1.0,9.31,1.0,1.0,0,0,0,-0.1779,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
534,2,1,2026-08-10,2026-08-10,1,333.97,335.66,301.72,302.84,2.21,2.72,2.0,0.0333,isolated,32.25,32.82,0.8125,1.105,2.0,1.0,0,0,0,-0.1667,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
535,1,1,2026-08-10,2026-08-10,1,336.43,336.43,301.54,301.54,6.6,6.6,2.0,0.0333,isolated,34.89,34.89,1.0,6.6,1.0,1.0,0,0,0,-0.1978,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
536,1,1,2026-08-10,2026-08-10,1,338.33,338.33,298.61,298.61,4.34,4.34,2.0,0.0333,isolated,39.72,39.72,1.0,4.34,1.0,1.0,0,0,0,-0.2122,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
537,1,1,2026-08-10,2026-08-10,1,336.61,336.61,300.23,300.23,3.05,3.05,2.0,0.0333,isolated,36.38,36.38,1.0,3.05,1.0,1.0,0,0,0,-0.2182,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
538,1,1,2026-08-10,2026-08-10,1,335.51,335.51,299.4,299.4,3.75,3.75,2.0,0.0333,isolated,36.11,36.11,1.0,3.75,1.0,1.0,0,0,0,-0.2191,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
539,1,1,2026-08-10,2026-08-10,1,334.7,334.7,299.94,299.94,2.77,2.77,2.0,0.0333,isolated,34.76,34.76,1.0,2.77,1.0,1.0,0,0,0,-0.2168,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
540,1,1,2026-08-10,2026-08-10,1,330.41,330.41,298.15,298.15,3.01,3.01,2.0,0.0333,isolated,32.26,32.26,1.0,3.01,1.0,1.0,0,0,0,-0.2146,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
541,1,1,2026-08-10,2026-08-10,1,334.51,334.51,299.9,299.9,5.57,5.57,2.0,0.0333,isolated,34.61,34.61,1.0,5.57,1.0,1.0,0,0,0,-0.2139,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
542,1,1,2026-08-10,2026-08-10,1,332.22,332.22,298.64,298.64,2.11,2.11,2.0,0.0333,isolated,33.58,33.58,1.0,2.11,1.0,1.0,0,0,0,-0.2181,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
543,1,1,2026-08-10,2026-08-10,1,335.2,335.2,299.09,299.09,3.03,3.03,2.0,0.0333,isolated,36.11,36.11,1.0,3.03,1.0,1.0,0,0,0,-0.219,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
544,1,1,2026-08-10,2026-08-10,1,333.13,333.13,298.26,298.26,5.07,5.07,2.0,0.0333,isolated,34.87,34.87,1.0,5.07,1.0,1.0,0,0,0,-0.2145,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
545,1,1,2026-08-10,2026-08-10,1,330.41,330.41,298.81,298.81,3.1,3.1,2.0,0.0333,isolated,31.6,31.6,1.0,3.1,1.0,1.0,0,0,0,-0.2152,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
546,2,1,2026-08-10,2026-08-10,1,336.405,337.51,301.025,302.15,9.5,9.5,2.0,0.0333,isolated,35.38,35.36,1.0,4.75,2.0,1.0,0,0,0,-0.1521,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
547,1,1,2026-08-10,2026-08-10,1,333.66,333.66,301.88,301.88,3.87,3.87,2.0,0.0333,isolated,31.78,31.78,1.0,3.87,1.0,1.0,0,0,0,-0.2185,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
548,2,1,2026-08-10,2026-08-10,1,336.67,337.24,301.75,301.8,4.41,4.53,2.0,0.0333,isolated,34.92,35.44,0.9735,2.205,2.0,1.0,0,0,0,-0.1819,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
549,1,1,2026-08-10,2026-08-10,1,332.77,332.77,301.29,301.29,3.89,3.89,2.0,0.0333,isolated,31.48,31.48,1.0,3.89,1.0,1.0,0,0,0,-0.2168,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
550,5,1,2026-08-10,2026-08-10,1,341.96,349.09,300.322,300.64,4.244,4.95,2.0,0.0333,isolated,41.638,48.45,0.8574,0.8488,5.0,1.0,0,0,0,-0.0693,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
551,2,1,2026-08-10,2026-08-10,1,342.81,346.62,299.78,299.95,8.525,10.0,2.0,0.0333,isolated,43.03,46.67,0.8525,4.2625,2.0,1.0,0,0,0,-0.1367,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
552,3,1,2026-08-10,2026-08-10,1,335.507,338.59,301.583,302.32,4.16,5.8,2.0,0.0333,isolated,33.924,36.27,0.7172,1.3867,3.0,1.0,0,0,0,-0.1388,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
553,19,1,2026-08-10,2026-08-10,1,343.285,356.07,301.755,303.21,7.132,24.5,1.895,0.0333,isolated,41.53,52.86,0.2911,0.3754,19.0,1.0,0,0,0,0.1533,1,HIGH,MULTI_FACTOR_ANOMALY,High abnormality primarily associated with elevated thermal intensity and elevated thermal energy (FRP).,"max_bright_ti4,bt_diff_max,max_frp"
554,1,1,2026-08-10,2026-08-10,1,337.25,337.25,298.3,298.3,4.54,4.54,2.0,0.0333,isolated,38.95,38.95,1.0,4.54,1.0,1.0,0,0,0,-0.2135,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
555,2,1,2026-08-10,2026-08-10,1,350.195,355.06,299.245,301.16,5.09,5.09,2.0,0.0333,isolated,50.95,53.9,1.0,2.545,2.0,1.0,0,0,0,-0.1176,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
556,2,1,2026-08-10,2026-08-10,1,337.98,338.34,289.625,290.59,8.99,9.38,2.0,0.0333,isolated,48.355,47.75,0.9584,4.495,2.0,1.0,0,0,0,-0.1398,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
557,1,1,2026-08-10,2026-08-10,1,331.89,331.89,297.28,297.28,1.97,1.97,2.0,0.0333,isolated,34.61,34.61,1.0,1.97,1.0,1.0,0,0,0,-0.2151,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
558,2,1,2026-08-10,2026-08-10,1,336.56,336.64,299.875,300.28,2.63,2.63,2.0,0.0333,isolated,36.685,36.36,1.0,1.315,2.0,1.0,0,0,0,-0.1874,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
559,1,1,2026-08-10,2026-08-10,1,332.22,332.22,299.74,299.74,3.3,3.3,2.0,0.0333,isolated,32.48,32.48,1.0,3.3,1.0,1.0,0,0,0,-0.2186,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
560,2,1,2026-08-10,2026-08-10,1,337.33,337.54,301.39,302.29,4.53,4.53,2.0,0.0333,isolated,35.94,35.25,1.0,2.265,2.0,1.0,0,0,0,-0.1834,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
561,2,1,2026-08-10,2026-08-10,1,337.91,338.18,299.605,299.92,5.38,5.38,2.0,0.0333,isolated,38.305,38.26,1.0,2.69,2.0,1.0,0,0,0,-0.1796,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
562,1,1,2026-08-10,2026-08-10,1,336.77,336.77,302.99,302.99,3.6,3.6,2.0,0.0333,isolated,33.78,33.78,1.0,3.6,1.0,1.0,0,0,0,-0.2136,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
563,1,1,2026-08-10,2026-08-10,1,333.0,333.0,301.7,301.7,2.72,2.72,2.0,0.0333,isolated,31.3,31.3,1.0,2.72,1.0,1.0,0,0,0,-0.2159,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
564,1,1,2026-08-10,2026-08-10,1,339.81,339.81,298.75,298.75,5.68,5.68,2.0,0.0333,isolated,41.06,41.06,1.0,5.68,1.0,1.0,0,0,0,-0.2022,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
565,1,1,2026-08-10,2026-08-10,1,337.68,337.68,297.28,297.28,2.54,2.54,2.0,0.0333,isolated,40.4,40.4,1.0,2.54,1.0,1.0,0,0,0,-0.2112,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
566,1,1,2026-08-10,2026-08-10,1,332.11,332.11,300.36,300.36,0.97,0.97,2.0,0.0333,isolated,31.75,31.75,1.0,0.97,1.0,1.0,0,0,0,-0.1964,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
567,1,1,2026-08-10,2026-08-10,1,351.78,351.78,305.19,305.19,17.07,17.07,2.0,0.0333,isolated,46.59,46.59,1.0,17.07,1.0,1.0,0,0,0,-0.0661,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
568,2,1,2026-08-10,2026-08-10,1,337.87,339.78,302.21,302.44,1.88,1.88,2.0,0.0333,isolated,35.66,37.34,1.0,0.94,2.0,1.0,0,0,0,-0.1792,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
569,4,1,2026-08-10,2026-08-10,1,338.773,343.31,296.89,297.8,4.022,7.6,2.0,0.0333,isolated,41.883,45.51,0.5292,1.0055,4.0,1.0,0,0,0,-0.0961,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
570,1,1,2026-08-10,2026-08-10,1,330.25,330.25,293.02,293.02,3.6,3.6,2.0,0.0333,isolated,37.23,37.23,1.0,3.6,1.0,1.0,0,0,0,-0.2118,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
571,1,1,2026-08-10,2026-08-10,1,334.72,334.72,300.47,300.47,1.71,1.71,2.0,0.0333,isolated,34.25,34.25,1.0,1.71,1.0,1.0,0,0,0,-0.2088,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
572,2,1,2026-08-10,2026-08-10,1,343.36,343.53,299.65,299.95,4.66,4.66,2.0,0.0333,isolated,43.71,43.58,1.0,2.33,2.0,1.0,0,0,0,-0.1734,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
573,1,1,2026-08-10,2026-08-10,1,338.1,338.1,301.37,301.37,3.0,3.0,2.0,0.0333,isolated,36.73,36.73,1.0,3.0,1.0,1.0,0,0,0,-0.2155,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
574,1,1,2026-08-10,2026-08-10,1,336.88,336.88,299.11,299.11,4.29,4.29,2.0,0.0333,isolated,37.77,37.77,1.0,4.29,1.0,1.0,0,0,0,-0.2152,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
