cluster_id,observation_count,active_days,first_detection,last_detection,duration_days,mean_bright_ti4,max_bright_ti4,mean_bright_ti5,max_bright_ti5,mean_frp,max_frp,mean_confidence,persistence_score,persistence_category,bt_diff_mean,bt_diff_max,frp_mean_to_max_ratio,frp_per_observation,detection_density,active_day_ratio,is_multi_day,is_persistent_candidate,persistence_category_code,anomaly_score,anomaly_flag,abnormality_level,anomaly_characterization,explanation,contributing_factors
1444,3,2,2026-08-25,2026-08-26,2,304.563,310.96,282.077,289.53,1.117,1.23,2.0,0.0667,short_lived_repeated,22.486,21.43,0.9081,0.3723,1.5,1.0,1,0,1,-0.1089,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1445,1,1,2026-08-25,2026-08-25,1,301.03,301.03,280.3,280.3,2.37,2.37,2.0,0.0333,isolated,20.73,20.73,1.0,2.37,1.0,1.0,0,0,0,-0.167,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1446,4,1,2026-08-25,2026-08-25,1,308.232,314.57,286.825,290.19,2.5,3.85,2.0,0.0333,isolated,21.407,24.38,0.6494,0.625,4.0,1.0,0,0,0,-0.0788,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1447,1,1,2026-08-25,2026-08-25,1,301.02,301.02,277.24,277.24,0.73,0.73,2.0,0.0333,isolated,23.78,23.78,1.0,0.73,1.0,1.0,0,0,0,-0.1731,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1448,1,1,2026-08-25,2026-08-25,1,306.17,306.17,283.28,283.28,1.35,1.35,2.0,0.0333,isolated,22.89,22.89,1.0,1.35,1.0,1.0,0,0,0,-0.196,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1449,2,1,2026-08-25,2026-08-25,1,304.045,305.27,285.91,286.28,0.71,0.71,2.0,0.0333,isolated,18.135,18.99,1.0,0.355,2.0,1.0,0,0,0,-0.146,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1450,5,4,2026-08-25,2026-08-28,4,310.72,316.27,284.718,291.73,1.808,2.76,2.0,0.1333,short_lived_repeated,26.002,24.54,0.6551,0.3616,1.25,1.0,1,0,1,-0.0585,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1451,8,3,2026-08-25,2026-08-28,4,305.721,309.04,289.665,292.29,1.408,1.88,2.0,0.1,short_lived_repeated,16.056,16.75,0.7489,0.176,2.0,0.75,1,0,1,-0.0398,0,ELEVATED,STATISTICAL_ANOMALY,Elevated abnormality primarily associated with unusual multi-variate statistical signature.,multivariate_combination
1452,1,1,2026-08-25,2026-08-25,1,305.15,305.15,292.43,292.43,1.23,1.23,2.0,0.0333,isolated,12.72,12.72,1.0,1.23,1.0,1.0,0,0,0,-0.1749,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1453,3,2,2026-08-25,2026-08-26,2,303.983,308.16,289.15,290.46,1.483,1.7,2.0,0.0667,short_lived_repeated,14.833,17.7,0.8724,0.4943,1.5,1.0,1,0,1,-0.1136,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1454,1,1,2026-08-25,2026-08-25,1,305.93,305.93,291.89,291.89,2.33,2.33,2.0,0.0333,isolated,14.04,14.04,1.0,2.33,1.0,1.0,0,0,0,-0.1806,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1455,2,2,2026-08-25,2026-08-27,3,307.21,308.11,288.66,291.11,1.29,1.53,2.0,0.0667,short_lived_repeated,18.55,17.0,0.8431,0.645,0.6667,0.6667,1,0,1,-0.0946,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1456,3,2,2026-08-25,2026-08-28,4,315.84,333.21,291.64,292.56,2.877,3.2,2.0,0.0667,short_lived_repeated,24.2,40.65,0.8991,0.959,0.75,0.5,1,0,1,-0.0934,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1457,1,1,2026-08-25,2026-08-25,1,314.73,314.73,290.13,290.13,1.88,1.88,2.0,0.0333,isolated,24.6,24.6,1.0,1.88,1.0,1.0,0,0,0,-0.1944,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1458,1,1,2026-08-25,2026-08-25,1,308.46,308.46,290.78,290.78,1.32,1.32,2.0,0.0333,isolated,17.68,17.68,1.0,1.32,1.0,1.0,0,0,0,-0.1926,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1459,1,1,2026-08-25,2026-08-25,1,304.63,304.63,289.61,289.61,1.21,1.21,2.0,0.0333,isolated,15.02,15.02,1.0,1.21,1.0,1.0,0,0,0,-0.1867,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1460,1,1,2026-08-25,2026-08-25,1,307.1,307.1,290.05,290.05,1.29,1.29,2.0,0.0333,isolated,17.05,17.05,1.0,1.29,1.0,1.0,0,0,0,-0.1931,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1461,1,1,2026-08-25,2026-08-25,1,309.0,309.0,289.59,289.59,2.78,2.78,2.0,0.0333,isolated,19.41,19.41,1.0,2.78,1.0,1.0,0,0,0,-0.1829,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1462,1,1,2026-08-25,2026-08-25,1,306.81,306.81,287.73,287.73,1.19,1.19,2.0,0.0333,isolated,19.08,19.08,1.0,1.19,1.0,1.0,0,0,0,-0.1931,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1463,3,2,2026-08-25,2026-08-26,2,326.337,334.63,280.467,289.53,5.623,8.21,2.0,0.0667,short_lived_repeated,45.87,45.1,0.6849,1.8743,1.5,1.0,1,0,1,-0.1023,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1464,3,1,2026-08-25,2026-08-25,1,302.55,304.82,266.167,266.63,0.987,1.46,2.0,0.0333,isolated,36.383,38.19,0.676,0.329,3.0,1.0,0,0,0,-0.1009,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1465,1,1,2026-08-25,2026-08-25,1,305.38,305.38,283.61,283.61,1.6,1.6,2.0,0.0333,isolated,21.77,21.77,1.0,1.6,1.0,1.0,0,0,0,-0.1943,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1466,1,1,2026-08-25,2026-08-25,1,299.01,299.01,272.29,272.29,0.9,0.9,2.0,0.0333,isolated,26.72,26.72,1.0,0.9,1.0,1.0,0,0,0,-0.1714,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1467,1,1,2026-08-25,2026-08-25,1,304.36,304.36,281.42,281.42,0.7,0.7,2.0,0.0333,isolated,22.94,22.94,1.0,0.7,1.0,1.0,0,0,0,-0.184,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1468,11,3,2026-08-25,2026-08-28,4,313.475,331.26,289.402,292.45,2.753,5.23,2.0,0.1,short_lived_repeated,24.073,38.81,0.5264,0.2503,2.75,0.75,1,0,1,-0.0496,0,ELEVATED,STATISTICAL_ANOMALY,Elevated abnormality primarily associated with unusual multi-variate statistical signature.,multivariate_combination
1469,2,2,2026-08-25,2026-08-28,4,309.28,322.73,282.045,286.31,1.165,1.6,2.0,0.0667,short_lived_repeated,27.235,36.42,0.7281,0.5825,0.5,0.5,1,0,1,-0.0652,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1470,4,1,2026-08-25,2026-08-25,1,307.562,331.54,288.49,291.71,5.282,6.61,2.0,0.0333,isolated,19.072,39.83,0.7991,1.3205,4.0,1.0,0,0,0,-0.1045,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1471,4,2,2026-08-25,2026-08-26,2,306.98,310.21,288.21,292.91,1.21,2.63,2.0,0.0667,short_lived_repeated,18.77,17.3,0.4601,0.3025,2.0,1.0,1,0,1,-0.0793,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1472,1,1,2026-08-25,2026-08-25,1,307.02,307.02,294.39,294.39,2.03,2.03,2.0,0.0333,isolated,12.63,12.63,1.0,2.03,1.0,1.0,0,0,0,-0.1754,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1473,1,1,2026-08-25,2026-08-25,1,299.67,299.67,289.53,289.53,0.72,0.72,2.0,0.0333,isolated,10.14,10.14,1.0,0.72,1.0,1.0,0,0,0,-0.1396,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1474,3,2,2026-08-25,2026-08-28,4,300.013,303.23,287.9,290.45,1.827,2.57,2.0,0.0667,short_lived_repeated,12.113,12.78,0.7109,0.609,0.75,0.5,1,0,1,-0.0542,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1475,7,4,2026-08-25,2026-08-28,4,310.709,331.25,289.8,291.87,1.736,3.12,2.0,0.1333,short_lived_repeated,20.909,39.38,0.5564,0.248,1.75,1.0,1,0,1,-0.0402,0,ELEVATED,PERSISTENT_THERMAL_ACTIVITY,Elevated abnormality primarily associated with persistent multi-day activity.,active_days
1476,2,1,2026-08-26,2026-08-26,1,341.75,347.44,296.53,301.32,12.33,21.77,2.0,0.0333,isolated,45.22,46.12,0.5664,6.165,2.0,1.0,0,0,0,-0.0278,0,ELEVATED,MULTI_FACTOR_ANOMALY,Elevated abnormality primarily associated with elevated thermal intensity and elevated thermal energy (FRP).,"max_bright_ti4,bt_diff_max,max_frp,mean_frp"
1477,1,1,2026-08-26,2026-08-26,1,330.34,330.34,292.83,292.83,5.0,5.0,2.0,0.0333,isolated,37.51,37.51,1.0,5.0,1.0,1.0,0,0,0,-0.2081,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1478,1,1,2026-08-26,2026-08-26,1,347.16,347.16,294.02,294.02,3.99,3.99,2.0,0.0333,isolated,53.14,53.14,1.0,3.99,1.0,1.0,0,0,0,-0.1813,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1479,1,1,2026-08-26,2026-08-26,1,333.07,333.07,295.21,295.21,1.51,1.51,2.0,0.0333,isolated,37.86,37.86,1.0,1.51,1.0,1.0,0,0,0,-0.2003,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1480,2,1,2026-08-26,2026-08-26,1,332.64,334.29,291.9,292.53,5.355,6.57,2.0,0.0333,isolated,40.74,41.76,0.8151,2.6775,2.0,1.0,0,0,0,-0.1545,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1481,1,1,2026-08-26,2026-08-26,1,335.24,335.24,293.52,293.52,8.29,8.29,2.0,0.0333,isolated,41.72,41.72,1.0,8.29,1.0,1.0,0,0,0,-0.1867,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1482,2,1,2026-08-26,2026-08-26,1,332.045,333.57,294.78,297.69,2.805,3.28,2.0,0.0333,isolated,37.265,35.88,0.8552,1.4025,2.0,1.0,0,0,0,-0.1744,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1483,2,1,2026-08-26,2026-08-26,1,331.305,332.83,295.815,296.61,6.97,9.21,1.0,0.0333,isolated,35.49,36.22,0.7568,3.485,2.0,1.0,0,0,0,-0.04,0,ELEVATED,STATISTICAL_ANOMALY,Elevated abnormality primarily associated with unusual multi-variate statistical signature.,multivariate_combination
1484,2,1,2026-08-26,2026-08-26,1,332.96,334.29,293.38,293.69,4.43,5.23,2.0,0.0333,isolated,39.58,40.6,0.847,2.215,2.0,1.0,0,0,0,-0.1684,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1485,2,1,2026-08-26,2026-08-26,1,330.795,330.93,291.685,291.89,3.085,3.38,2.0,0.0333,isolated,39.11,39.04,0.9127,1.5425,2.0,1.0,0,0,0,-0.1774,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1486,1,1,2026-08-26,2026-08-26,1,338.78,338.78,299.85,299.85,6.85,6.85,2.0,0.0333,isolated,38.93,38.93,1.0,6.85,1.0,1.0,0,0,0,-0.1931,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1487,2,1,2026-08-26,2026-08-26,1,336.095,336.71,296.73,297.98,3.015,3.51,2.0,0.0333,isolated,39.365,38.73,0.859,1.5075,2.0,1.0,0,0,0,-0.18,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1488,1,1,2026-08-26,2026-08-26,1,336.04,336.04,285.33,285.33,5.73,5.73,2.0,0.0333,isolated,50.71,50.71,1.0,5.73,1.0,1.0,0,0,0,-0.1928,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1489,1,1,2026-08-26,2026-08-26,1,340.06,340.06,300.91,300.91,4.38,4.38,2.0,0.0333,isolated,39.15,39.15,1.0,4.38,1.0,1.0,0,0,0,-0.2095,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1490,3,2,2026-08-26,2026-08-27,2,349.42,355.42,298.437,303.31,8.907,11.04,2.0,0.0667,short_lived_repeated,50.983,52.11,0.8068,2.969,1.5,1.0,1,0,1,-0.0378,0,ELEVATED,SHORT_LIVED_EXTREME_EVENT,Elevated abnormality primarily associated with elevated thermal intensity.,"max_bright_ti4,bt_diff_max"
1491,1,1,2026-08-26,2026-08-26,1,336.15,336.15,294.31,294.31,4.04,4.04,2.0,0.0333,isolated,41.84,41.84,1.0,4.04,1.0,1.0,0,0,0,-0.2146,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1492,1,1,2026-08-26,2026-08-26,1,330.28,330.28,293.57,293.57,1.86,1.86,2.0,0.0333,isolated,36.71,36.71,1.0,1.86,1.0,1.0,0,0,0,-0.2111,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1493,1,1,2026-08-26,2026-08-26,1,332.79,332.79,300.25,300.25,4.18,4.18,2.0,0.0333,isolated,32.54,32.54,1.0,4.18,1.0,1.0,0,0,0,-0.2177,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1494,1,1,2026-08-26,2026-08-26,1,341.29,341.29,296.66,296.66,5.71,5.71,2.0,0.0333,isolated,44.63,44.63,1.0,5.71,1.0,1.0,0,0,0,-0.1961,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1495,1,1,2026-08-26,2026-08-26,1,341.68,341.68,303.65,303.65,4.61,4.61,2.0,0.0333,isolated,38.03,38.03,1.0,4.61,1.0,1.0,0,0,0,-0.2069,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1496,1,1,2026-08-26,2026-08-26,1,336.44,336.44,295.58,295.58,4.14,4.14,2.0,0.0333,isolated,40.86,40.86,1.0,4.14,1.0,1.0,0,0,0,-0.2146,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1497,1,1,2026-08-26,2026-08-26,1,330.64,330.64,300.06,300.06,2.19,2.19,2.0,0.0333,isolated,30.58,30.58,1.0,2.19,1.0,1.0,0,0,0,-0.2124,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1498,1,1,2026-08-26,2026-08-26,1,331.26,331.26,303.36,303.36,1.61,1.61,1.0,0.0333,isolated,27.9,27.9,1.0,1.61,1.0,1.0,0,0,0,-0.1032,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1499,1,1,2026-08-26,2026-08-26,1,342.13,342.13,302.82,302.82,13.42,13.42,2.0,0.0333,isolated,39.31,39.31,1.0,13.42,1.0,1.0,0,0,0,-0.129,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1500,1,1,2026-08-26,2026-08-26,1,335.46,335.46,300.16,300.16,2.81,2.81,2.0,0.0333,isolated,35.3,35.3,1.0,2.81,1.0,1.0,0,0,0,-0.2172,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1501,1,1,2026-08-26,2026-08-26,1,330.79,330.79,297.18,297.18,1.44,1.44,2.0,0.0333,isolated,33.61,33.61,1.0,1.44,1.0,1.0,0,0,0,-0.201,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1502,1,1,2026-08-26,2026-08-26,1,334.78,334.78,298.13,298.13,3.78,3.78,2.0,0.0333,isolated,36.65,36.65,1.0,3.78,1.0,1.0,0,0,0,-0.2193,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1503,1,1,2026-08-26,2026-08-26,1,334.78,334.78,299.14,299.14,4.44,4.44,2.0,0.0333,isolated,35.64,35.64,1.0,4.44,1.0,1.0,0,0,0,-0.217,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1504,1,1,2026-08-26,2026-08-26,1,331.1,331.1,298.76,298.76,3.09,3.09,2.0,0.0333,isolated,32.34,32.34,1.0,3.09,1.0,1.0,0,0,0,-0.2158,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1505,1,1,2026-08-26,2026-08-26,1,339.33,339.33,298.39,298.39,3.71,3.71,2.0,0.0333,isolated,40.94,40.94,1.0,3.71,1.0,1.0,0,0,0,-0.2111,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1506,1,1,2026-08-26,2026-08-26,1,333.76,333.76,294.68,294.68,3.12,3.12,2.0,0.0333,isolated,39.08,39.08,1.0,3.12,1.0,1.0,0,0,0,-0.217,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1507,1,1,2026-08-26,2026-08-26,1,337.96,337.96,302.29,302.29,4.52,4.52,2.0,0.0333,isolated,35.67,35.67,1.0,4.52,1.0,1.0,0,0,0,-0.2136,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1508,1,1,2026-08-26,2026-08-26,1,340.98,340.98,297.14,297.14,5.67,5.67,2.0,0.0333,isolated,43.84,43.84,1.0,5.67,1.0,1.0,0,0,0,-0.1985,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1509,3,2,2026-08-26,2026-08-28,3,325.683,337.25,292.19,299.05,3.547,4.32,2.0,0.0667,short_lived_repeated,33.493,38.2,0.8211,1.1823,1.0,0.6667,1,0,1,-0.119,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1510,1,1,2026-08-26,2026-08-26,1,332.95,332.95,302.63,302.63,1.86,1.86,2.0,0.0333,isolated,30.32,30.32,1.0,1.86,1.0,1.0,0,0,0,-0.2101,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1511,1,1,2026-08-26,2026-08-26,1,337.15,337.15,294.81,294.81,4.12,4.12,2.0,0.0333,isolated,42.34,42.34,1.0,4.12,1.0,1.0,0,0,0,-0.2115,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1512,1,1,2026-08-26,2026-08-26,1,330.46,330.46,294.78,294.78,2.89,2.89,2.0,0.0333,isolated,35.68,35.68,1.0,2.89,1.0,1.0,0,0,0,-0.2156,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1513,1,1,2026-08-26,2026-08-26,1,340.97,340.97,298.13,298.13,3.84,3.84,2.0,0.0333,isolated,42.84,42.84,1.0,3.84,1.0,1.0,0,0,0,-0.2077,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1514,1,1,2026-08-26,2026-08-26,1,333.16,333.16,295.9,295.9,3.21,3.21,2.0,0.0333,isolated,37.26,37.26,1.0,3.21,1.0,1.0,0,0,0,-0.2182,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1515,1,1,2026-08-26,2026-08-26,1,326.38,326.38,277.14,277.14,2.84,2.84,2.0,0.0333,isolated,49.24,49.24,1.0,2.84,1.0,1.0,0,0,0,-0.1831,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1516,12,2,2026-08-26,2026-08-27,2,314.049,352.45,283.202,293.3,3.798,11.97,2.0,0.0667,short_lived_repeated,30.847,59.15,0.3173,0.3165,6.0,1.0,1,0,1,0.0539,1,HIGH,SHORT_LIVED_EXTREME_EVENT,High abnormality primarily associated with elevated thermal intensity.,"max_bright_ti4,bt_diff_max"
1517,4,2,2026-08-26,2026-08-27,2,318.495,339.3,283.195,293.99,4.958,9.02,2.0,0.0667,short_lived_repeated,35.3,45.31,0.5497,1.2395,2.0,1.0,1,0,1,-0.089,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1518,3,1,2026-08-26,2026-08-26,1,302.773,305.1,272.947,273.38,1.8,2.11,2.0,0.0333,isolated,29.826,31.72,0.8531,0.6,3.0,1.0,0,0,0,-0.1272,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1519,5,1,2026-08-26,2026-08-26,1,316.744,328.95,288.63,289.13,2.202,3.46,2.0,0.0333,isolated,28.114,39.82,0.6364,0.4404,5.0,1.0,0,0,0,-0.0611,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1520,2,1,2026-08-26,2026-08-26,1,318.405,326.31,286.92,287.05,2.73,4.18,2.0,0.0333,isolated,31.485,39.26,0.6531,1.365,2.0,1.0,0,0,0,-0.1362,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1521,1,1,2026-08-26,2026-08-26,1,300.84,300.84,285.29,285.29,0.71,0.71,2.0,0.0333,isolated,15.55,15.55,1.0,0.71,1.0,1.0,0,0,0,-0.1644,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1522,1,1,2026-08-26,2026-08-26,1,317.53,317.53,288.81,288.81,3.46,3.46,2.0,0.0333,isolated,28.72,28.72,1.0,3.46,1.0,1.0,0,0,0,-0.2006,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1523,9,3,2026-08-26,2026-08-28,3,306.148,315.54,278.958,281.99,1.076,1.99,2.0,0.1,short_lived_repeated,27.19,33.55,0.5407,0.1196,3.0,1.0,1,0,1,-0.031,0,ELEVATED,STATISTICAL_ANOMALY,Elevated abnormality primarily associated with unusual multi-variate statistical signature.,multivariate_combination
1524,2,2,2026-08-26,2026-08-28,3,308.33,308.46,290.83,292.48,1.775,2.22,2.0,0.0667,short_lived_repeated,17.5,15.98,0.7995,0.8875,0.6667,0.6667,1,0,1,-0.1001,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1525,1,1,2026-08-26,2026-08-26,1,322.25,322.25,291.52,291.52,6.81,6.81,2.0,0.0333,isolated,30.73,30.73,1.0,6.81,1.0,1.0,0,0,0,-0.1757,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1526,1,1,2026-08-26,2026-08-26,1,316.79,316.79,292.15,292.15,6.76,6.76,2.0,0.0333,isolated,24.64,24.64,1.0,6.76,1.0,1.0,0,0,0,-0.1632,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1527,2,1,2026-08-26,2026-08-26,1,305.595,305.65,291.115,291.23,1.545,1.64,2.0,0.0333,isolated,14.48,14.42,0.9421,0.7725,2.0,1.0,0,0,0,-0.14,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1528,1,1,2026-08-26,2026-08-26,1,305.36,305.36,283.23,283.23,1.9,1.9,2.0,0.0333,isolated,22.13,22.13,1.0,1.9,1.0,1.0,0,0,0,-0.191,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1529,1,1,2026-08-26,2026-08-26,1,322.77,322.77,280.0,280.0,1.69,1.69,2.0,0.0333,isolated,42.77,42.77,1.0,1.69,1.0,1.0,0,0,0,-0.1913,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1530,1,1,2026-08-26,2026-08-26,1,305.99,305.99,287.44,287.44,1.1,1.1,2.0,0.0333,isolated,18.55,18.55,1.0,1.1,1.0,1.0,0,0,0,-0.1918,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1531,1,1,2026-08-26,2026-08-26,1,329.4,329.4,290.9,290.9,2.58,2.58,2.0,0.0333,isolated,38.5,38.5,1.0,2.58,1.0,1.0,0,0,0,-0.2105,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1532,2,1,2026-08-26,2026-08-26,1,314.35,317.54,287.125,287.39,1.45,1.49,2.0,0.0333,isolated,27.225,30.15,0.9732,0.725,2.0,1.0,0,0,0,-0.1599,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1533,4,2,2026-08-26,2026-08-28,3,305.062,310.35,285.182,288.38,1.205,1.61,2.0,0.0667,short_lived_repeated,19.88,21.97,0.7484,0.3012,1.3333,0.6667,1,0,1,-0.0974,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1534,2,1,2026-08-26,2026-08-26,1,307.705,311.52,281.64,283.38,1.14,1.27,2.0,0.0333,isolated,26.065,28.14,0.8976,0.57,2.0,1.0,0,0,0,-0.1572,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1535,2,2,2026-08-26,2026-08-27,2,304.86,305.46,285.63,286.12,1.05,1.21,2.0,0.0667,short_lived_repeated,19.23,19.34,0.8678,0.525,1.0,1.0,1,0,1,-0.1164,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1536,1,1,2026-08-26,2026-08-26,1,301.59,301.59,288.41,288.41,0.8,0.8,2.0,0.0333,isolated,13.18,13.18,1.0,0.8,1.0,1.0,0,0,0,-0.1677,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
